districtid,weekid,statemean,statestdev
149,13,23.31,28.63
149,14,20.04,26.7
149,15,17.23,23.11
149,16,20.54,30.02
149,17,27.92,44.24
149,18,51.04,94.22
149,19,73.46,162.15
149,20,85.35,204.11
149,21,91.38,180.05
149,22,121.58,231.52
149,23,198.35,374.56
149,24,326.23,601.65
149,25,548.96,997.64
150,1,0,0.0
150,2,0,0.0
150,3,0,0.0
150,4,0,0.0
150,5,0,0.0
150,6,0,0.0
150,7,8.3,21.5
150,8,11.96,29.52
150,9,11.84,15.35
150,10,23.46,21.82
150,11,22.68,19.17
150,12,32.36,33.85
150,13,40.69,49.25
150,14,54.27,70.2
150,15,59.49,101.98
150,16,67.28,107.47
150,17,115.12,172.64
150,18,161.14,214.52
150,19,224.99,315.8
150,20,340.68,388.33
150,21,390.16,539.23
150,22,430.01,608.65
150,23,436.01,607.14
150,24,497.19,634.57
150,25,542.5,746.23
151,1,0,0.0
151,2,0,0.0
151,3,0,0.0
151,4,0,0.0
151,5,0,0.0
151,6,0,0.0
151,7,0.23,1.15
151,8,0.62,2.04
151,9,0.31,1.03
151,10,5.54,6.47
151,11,8.38,14.57
151,12,18.12,22.08
151,13,23.38,28.62
151,14,22.35,27.7
151,15,18.12,23.07
151,16,20.23,30.01
151,17,27.73,44.31
151,18,50.77,94.32
151,19,73.62,162.1
151,20,85.38,204.09
151,21,92.54,179.62
151,22,119.81,232.16
151,23,198.15,374.66
151,24,322.19,603.29
151,25,547.08,998.45
152,1,0,0.0
152,2,0,0.0
152,3,0,0.0
152,4,0,0.0
152,5,0,0.0
152,6,0,0.0
152,7,54.75,236.46
152,8,84.19,346.3
152,9,99.56,451.65
152,10,83.12,322.19
152,11,83.47,327.8
152,12,100.62,368.01
152,13,107.25,410.63
152,14,113.41,399.4
152,15,125.72,350.8
152,16,142.25,346.57
152,17,172.69,372.72
152,18,198.31,370.65
152,19,221.38,397.06
152,20,240,377.85
152,21,229.81,344.05
152,22,237.5,347.77
152,23,245.5,359.65
152,24,252.56,378.32
152,25,280.25,407.68
153,1,0,0.0
153,2,0,0.0
153,3,0,0.0
153,4,0,0.0
153,5,0,0.0
153,6,0,0.0
153,7,8.24,21.51
153,8,11.82,29.55
153,9,11.92,15.32
153,10,23.74,21.68
153,11,22.76,19.09
153,12,32.41,33.82
153,13,40.66,49.27
153,14,54.2,70.25
153,15,59.59,101.93
153,16,67.54,107.35
153,17,115.09,172.65
153,18,160.41,214.91
153,19,224.51,316.03
153,20,340.88,388.2
153,21,391.32,538.54
153,22,431.38,608.02
153,23,436.58,606.84
153,24,496.84,634.73
153,25,540.92,746.91
154,1,0,0.0
154,2,0,0.0
154,3,0,0.0
154,4,0,0.0
154,5,0,0.0
154,6,0,0.0
154,7,7.32,12.68
154,8,8.63,9.52
154,9,14.95,22.68
154,10,23.32,29.05
154,11,40.26,28.8
154,12,56.79,41.45
154,13,72.05,66.65
154,14,49.05,40.92
154,15,58.11,63.15
154,16,66.58,65.93
154,17,98.79,119.31
154,18,155.26,213.28
154,19,207.58,251.55
154,20,184.37,276.24
154,21,168.47,200.32
154,22,169.53,183.2
154,23,186.74,230.83
154,24,215,276.05
154,25,296.79,448.04
155,1,0,0.0
155,2,0,0.0
155,3,0,0.0
155,4,0,0.0
155,5,0,0.0
155,6,0,0.0
155,7,5.49,8.8
155,8,3.49,3.37
155,9,14.57,11.59
155,10,31.84,26.08
155,11,30.51,16.4
155,12,33.73,22.08
155,13,38.38,25.18
155,14,31.89,19.73
155,15,39.24,34.29
155,16,66.59,66.45
155,17,95.32,122.16
155,18,266.73,311.5
155,19,304.59,374.56
155,20,484.97,530.02
155,21,564.97,519.68
155,22,699.03,571.69
155,23,482.11,387.18
155,24,348.43,313.71
155,25,344.27,279.49
156,1,0,0.0
156,2,0,0.0
156,3,0,0.0
156,4,0,0.0
156,5,0,0.0
156,6,0,0.0
156,7,0,0.0
156,8,62.86,161.12
156,9,35.73,81.52
156,10,39.23,80.91
156,11,73.86,102.76
156,12,114.77,156.85
156,13,131.05,186.09
156,14,128.09,220.21
156,15,142.59,224.19
156,16,204.36,359.51
156,17,326.32,579.6
156,18,531.41,882.86
156,19,729.5,1214.7
156,20,733.68,1197.43
156,21,891.91,1223.42
156,22,928.95,1143.25
156,23,983.68,1095.32
156,24,938.27,991.22
156,25,920.36,982.23
157,1,0,0.0
157,2,0,0.0
157,3,0,0.0
157,4,0,0.0
157,5,0,0.0
157,6,0,0.0
157,7,18.16,48.89
157,8,27.88,61.91
157,9,38.69,70.97
157,10,54.78,69.07
157,11,58.44,72.15
157,12,53.28,84.65
157,13,63.34,99.45
157,14,66.16,87.44
157,15,74.25,96.85
157,16,77.97,80.53
157,17,128.56,164.26
157,18,147.44,195.19
157,19,210.81,295.67
157,20,245.28,310.72
157,21,249.16,276.27
157,22,266.25,278.36
157,23,285.28,333.87
157,24,290.47,409.72
157,25,324.03,442.31
158,1,0,0.0
158,2,0,0.0
158,3,0,0.0
158,4,0,0.0
158,5,0,0.0
158,6,0,0.0
158,7,8.3,21.5
158,8,11.96,29.52
158,9,11.59,15.25
158,10,22.36,19.68
158,11,22.5,19.26
158,12,32.22,33.94
158,13,40.15,49.43
158,14,53.72,70.46
158,15,58.88,102.13
158,16,66.32,107.52
158,17,112.8,172.76
158,18,160.07,215.03
158,19,223.45,316.34
158,20,337.3,389.36
158,21,387.5,540.08
158,22,425.74,609.12
158,23,429.07,607.66
158,24,490.74,635.05
158,25,534.81,747.17
159,1,0,0.0
159,2,0,0.0
159,3,0,0.0
159,4,0,0.0
159,5,0,0.0
159,6,0,0.0
159,7,6.16,11.9
159,8,8,9.27
159,9,14.37,22.88
159,10,22.63,29.32
159,11,36.37,28.02
159,12,54,40.21
159,13,64,60.25
159,14,46.63,40.97
159,15,48.11,50.89
159,16,56.53,57.99
159,17,85.68,111.92
159,18,147.53,212.76
159,19,204,251.68
159,20,184.26,276.25
159,21,171,200.61
159,22,175.63,189.09
159,23,196.89,236.21
159,24,222,276.71
159,25,297.89,447.84
160,1,0,0.0
160,2,0,0.0
160,3,0,0.0
160,4,0,0.0
160,5,0,0.0
160,6,0,0.0
160,7,18.25,48.86
160,8,27.88,61.91
160,9,38.66,70.99
160,10,55.28,68.73
160,11,58.12,72.38
160,12,51.94,85.14
160,13,63.38,99.43
160,14,66.22,87.4
160,15,74.22,96.88
160,16,78.06,80.45
160,17,128.38,164.39
160,18,147.66,195.03
160,19,210.91,295.61
160,20,246.62,309.91
160,21,248.38,276.75
160,22,265.69,278.71
160,23,284.69,334.26
160,24,291.53,409.21
160,25,320.03,443.24
161,1,0,0.0
161,2,0,0.0
161,3,0,0.0
161,4,0,0.0
161,5,0,0.0
161,6,0,0.0
161,7,8.24,21.51
161,8,11.96,29.52
161,9,11.92,15.32
161,10,23.43,21.82
161,11,22.58,19.24
161,12,32.26,33.92
161,13,40.07,49.42
161,14,53.74,70.45
161,15,58.8,102.13
161,16,66.23,107.48
161,17,112.32,172.49
161,18,157.62,214.68
161,19,219.58,315.21
161,20,326.32,377.33
161,21,378.49,535.63
161,22,415.66,601.29
161,23,426.27,606.19
161,24,489.89,634.74
161,25,532.22,746.15
162,1,0,0.0
162,2,0,0.0
162,3,0,0.0
162,4,0,0.0
162,5,0,0.0
162,6,0,0.0
162,7,1.97,5.66
162,8,6.62,21.23
162,9,13.28,31.9
162,10,18.34,25.7
162,11,18.9,17.53
162,12,32.69,40.15
162,13,27.72,32.85
162,14,34.86,40.25
162,15,58.66,90.04
162,16,75.41,156.92
162,17,134.14,288.5
162,18,141.34,306.92
162,19,248.66,536.3
162,20,323.66,504.95
162,21,364,435.88
162,22,438.48,456.52
162,23,621,605.36
162,24,746.28,835.96
162,25,731.62,949.03
163,1,0,0.0
163,2,0,0.0
163,3,0,0.0
163,4,0,0.0
163,5,0,0.0
163,6,0,0.0
163,7,18.28,48.85
163,8,27.81,61.94
163,9,38.31,71.13
163,10,53.5,69.37
163,11,57.72,72.61
163,12,53.06,84.77
163,13,63,99.63
163,14,64.31,88.15
163,15,71.38,97.59
163,16,73.19,80.18
163,17,121.22,164.45
163,18,142,196.54
163,19,201.94,296.79
163,20,239.53,312.02
163,21,243.19,278.15
163,22,263.09,279.84
163,23,280.03,336.08
163,24,290.72,409.61
163,25,324.78,442.01
164,1,0,0.0
164,2,0,0.0
164,3,0,0.0
164,4,0,0.0
164,5,0,0.0
164,6,0,0.0
164,7,21.43,30.45
164,8,46.24,42.18
164,9,8.76,11.43
164,10,4.67,7.86
164,11,8.9,13.19
164,12,13.33,15.76
164,13,25.81,39.7
164,14,41.76,58.71
164,15,52.24,61.58
164,16,49.24,66.29
164,17,70.14,95.32
164,18,104.76,129.2
164,19,135.95,141.03
164,20,202.19,232.96
164,21,270.57,333.38
164,22,329.43,384.17
164,23,492.95,528.11
164,24,477.52,388.88
164,25,497.38,405.3
165,1,0,0.0
165,2,0,0.0
165,3,0,0.0
165,4,0,0.0
165,5,0,0.0
165,6,0,0.0
165,7,13.65,53.19
165,8,13.16,41.46
165,9,26.14,89.61
165,10,30.75,88.41
165,11,29.73,78.75
165,12,26,59.38
165,13,27.55,70.15
165,14,20.96,55.46
165,15,23.75,53.62
165,16,31.75,67.86
165,17,50.12,100.76
165,18,88.24,161.05
165,19,98.88,179.15
165,20,104.65,212.06
165,21,105.24,199.17
165,22,121.35,203.29
165,23,144.73,240.3
165,24,174.8,273.75
165,25,213.49,351.1
166,1,0,0.0
166,2,0,0.0
166,3,0,0.0
166,4,0,0.0
166,5,0,0.0
166,6,0,0.0
166,7,0.23,1.15
166,8,0.62,2.04
166,9,0.31,1.03
166,10,5.58,6.44
166,11,8.85,14.55
166,12,18.27,21.97
166,13,24,28.32
166,14,22.46,27.61
166,15,18.23,22.99
166,16,20.58,30.01
166,17,26.77,44.35
166,18,50.92,94.27
166,19,71.54,162.46
166,20,83.73,204.54
166,21,88.69,180.27
166,22,118.92,232.34
166,23,195.23,375.78
166,24,315.38,604.4
166,25,543.81,999.63
167,1,0,0.0
167,2,0,0.0
167,3,0,0.0
167,4,0,0.0
167,5,0,0.0
167,6,0,0.0
167,7,8.18,21.52
167,8,11.91,29.54
167,9,11.81,15.35
167,10,22.81,21.1
167,11,22.11,19.04
167,12,31.64,33.81
167,13,40.32,49.42
167,14,53.62,70.47
167,15,59.11,102.11
167,16,67.27,107.47
167,17,114.84,172.78
167,18,159.84,215.08
167,19,223.76,316.27
167,20,338.45,389.26
167,21,389,539.72
167,22,422.96,608.22
167,23,434.86,607.64
167,24,496.85,634.72
167,25,540.49,747.05
168,1,0,0.0
168,2,0,0.0
168,3,0,0.0
168,4,0,0.0
168,5,0,0.0
168,6,0,0.0
168,7,21.33,30.52
168,8,45.33,42.55
168,9,8.71,11.46
168,10,4.67,7.86
168,11,8.71,13.28
168,12,13.05,15.91
168,13,26,39.6
168,14,42,58.58
168,15,51.38,62.08
168,16,49.33,66.25
168,17,69.29,95.82
168,18,102.71,130.41
168,19,133.76,142.19
168,20,200.67,233.3
168,21,261,332.87
168,22,324.05,385.23
168,23,477.95,530.32
168,24,465.81,394.01
168,25,472.76,404.84
169,1,0,0.0
169,2,0,0.0
169,3,0,0.0
169,4,0,0.0
169,5,0,0.0
169,6,0,0.0
169,7,124.29,498.54
169,8,233.06,782.68
169,9,308,1000.74
169,10,483.88,1764.71
169,11,527.85,1694.78
169,12,523.15,1584.64
169,13,634.24,1781.04
169,14,693.97,1770.94
169,15,910.09,2236.13
169,16,1202.12,2822.68
169,17,1364.76,3089.54
169,18,1592.35,3461.19
169,19,1916.41,4106.9
169,20,1911.29,3587.06
169,21,2077.62,3410.79
169,22,2368.38,3367.03
169,23,2520.79,3784.03
169,24,2693.47,4049.44
169,25,3489.26,4781.63
170,1,0,0.0
170,2,0,0.0
170,3,0,0.0
170,4,0,0.0
170,5,0,0.0
170,6,0,0.0
170,7,5.46,8.81
170,8,3.11,2.8
170,9,14.57,11.59
170,10,30.81,25.05
170,11,29.78,15.23
170,12,32.51,21.67
170,13,38.41,25.18
170,14,31.51,19.55
170,15,38.78,34.36
170,16,64.59,66.91
170,17,91.89,121.46
170,18,257.05,312.25
170,19,299.68,376.32
170,20,477.81,531.35
170,21,555.35,519.83
170,22,668.76,564.65
170,23,467.16,388.46
170,24,337.24,313.78
170,25,339.35,280.59
171,1,0,0.0
171,2,0,0.0
171,3,0,0.0
171,4,0,0.0
171,5,0,0.0
171,6,0,0.0
171,7,2.72,4.65
171,8,6.24,12.14
171,9,9.14,10.99
171,10,29.45,38.03
171,11,32.55,40.75
171,12,74.55,147.27
171,13,54.17,79.88
171,14,64.31,95.27
171,15,110.93,259.05
171,16,329.69,1043.35
171,17,502.83,1524.96
171,18,792.34,2278.62
171,19,1042.41,2450.51
171,20,1271.79,2461.61
171,21,1417.45,2614.87
171,22,1574.69,2733.77
171,23,1705.97,3174.83
171,24,1837.03,3307.43
171,25,2057.03,3560.01
172,1,0,0.0
172,2,0,0.0
172,3,0,0.0
172,4,0,0.0
172,5,0,0.0
172,6,0,0.0
172,7,3.38,5.49
172,8,6.66,12.13
172,9,10.21,11.54
172,10,29.72,37.89
172,11,33.07,40.48
172,12,78.03,147.03
172,13,55.34,79.41
172,14,64.17,95.36
172,15,110.17,259.32
172,16,327.1,1043.91
172,17,501.38,1525.34
172,18,800.48,2276.99
172,19,1049.55,2450.24
172,20,1290.21,2460.97
172,21,1460.83,2608.91
172,22,1627.86,2729.6
172,23,1773.28,3169.76
172,24,1878.48,3300.74
172,25,2112.03,3554.14
173,1,0,0.0
173,2,0,0.0
173,3,0,0.0
173,4,0,0.0
173,5,0,0.0
173,6,0,0.0
173,7,2.83,4.97
173,8,5.62,11.35
173,9,8.79,10.1
173,10,28.14,37.92
173,11,30.76,40.16
173,12,74.66,147.3
173,13,48.79,75.27
173,14,49.76,66.5
173,15,61.07,51.83
173,16,131.45,120.58
173,17,212.07,179.62
173,18,368.24,282.45
173,19,600.21,350.73
173,20,843.17,619.77
173,21,964.62,649.56
173,22,1116.59,802.06
173,23,1168.31,760.42
173,24,1258.86,898.72
173,25,1442.79,899.05
174,1,0,0.0
174,2,0,0.0
174,3,0,0.0
174,4,0,0.0
174,5,0,0.0
174,6,0,0.0
174,7,13.69,53.18
174,8,13.16,41.46
174,9,26.1,89.62
174,10,30.8,88.39
174,11,29.61,78.79
174,12,25.98,59.38
174,13,27.67,70.11
174,14,21.12,55.42
174,15,24.22,53.57
174,16,31.69,67.87
174,17,50.37,100.72
174,18,88.41,161.01
174,19,100.61,178.93
174,20,110.49,214.65
174,21,107.61,199.28
174,22,121.84,203.18
174,23,142.78,240.64
174,24,173.98,273.93
174,25,212.88,351.24
175,1,0,0.0
175,2,0,0.0
175,3,0,0.0
175,4,0,0.0
175,5,0,0.0
175,6,0,0.0
175,7,8.28,21.5
175,8,11.96,29.52
175,9,11.92,15.32
175,10,23.66,21.75
175,11,22.42,19.27
175,12,31.99,33.98
175,13,40.61,49.31
175,14,53.95,70.39
175,15,59.46,102.0
175,16,67.2,107.5
175,17,114.62,172.86
175,18,161.15,214.51
175,19,223.8,316.26
175,20,338.92,389.14
175,21,390.23,539.19
175,22,431.34,608.04
175,23,436.41,606.94
175,24,498.18,634.07
175,25,542.95,745.99
176,1,0,0.0
176,2,0,0.0
176,3,0,0.0
176,4,0,0.0
176,5,0,0.0
176,6,0,0.0
176,7,1.86,5.67
176,8,6.41,21.26
176,9,12.55,31.95
176,10,16.55,25.1
176,11,18.45,17.79
176,12,32.24,40.29
176,13,27.21,33.13
176,14,35.07,40.23
176,15,57.86,90.3
176,16,76.93,156.59
176,17,134.07,288.53
176,18,142.76,306.52
176,19,245.45,536.89
176,20,322.45,505.49
176,21,361.52,436.84
176,22,427.14,457.79
176,23,614.03,606.67
176,24,753.24,835.05
176,25,746.86,951.02
177,1,0,0.0
177,2,0,0.0
177,3,0,0.0
177,4,0,0.0
177,5,0,0.0
177,6,0,0.0
177,7,5.51,8.78
177,8,3.27,3.27
177,9,14.68,11.69
177,10,31.95,26.1
177,11,29.78,15.23
177,12,31.78,20.12
177,13,36.95,23.6
177,14,32.03,19.73
177,15,37.51,33.34
177,16,63.49,66.19
177,17,87.43,114.86
177,18,251.65,307.66
177,19,289.38,372.05
177,20,479.14,531.38
177,21,555.76,519.96
177,22,689.16,576.08
177,23,466.92,388.3
177,24,335.68,312.57
177,25,332.62,276.77
178,1,0,0.0
178,2,0,0.0
178,3,0,0.0
178,4,0,0.0
178,5,0,0.0
178,6,0,0.0
178,7,124.26,498.55
178,8,233.06,782.68
178,9,308,1000.74
178,10,484.38,1764.58
178,11,527.85,1694.78
178,12,523.06,1584.67
178,13,634.56,1780.93
178,14,693.62,1771.07
178,15,910.59,2235.93
178,16,1202.41,2822.56
178,17,1364.68,3089.57
178,18,1595.5,3459.81
178,19,1921.41,4104.7
178,20,1918.47,3583.56
178,21,2092.56,3403.3
178,22,2397.38,3351.77
178,23,2555.79,3768.02
178,24,2705.68,4042.66
178,25,3495.68,4777.9
179,1,0,0.0
179,2,0,0.0
179,3,0,0.0
179,4,0,0.0
179,5,0,0.0
179,6,0,0.0
179,7,18.22,48.87
179,8,27.75,61.97
179,9,38.53,71.05
179,10,54.94,68.97
179,11,55.31,72.44
179,12,41.59,62.47
179,13,53.25,87.78
179,14,54.38,67.66
179,15,67.88,94.66
179,16,71.47,77.72
179,17,121.81,164.84
179,18,142.66,196.64
179,19,204.94,297.39
179,20,238.28,311.84
179,21,244.09,278.14
179,22,259.41,280.08
179,23,276.97,336.11
179,24,289.59,410.08
179,25,324.56,442.1
180,1,0,0.0
180,2,0,0.0
180,3,0,0.0
180,4,0,0.0
180,5,0,0.0
180,6,0,0.0
180,7,54.84,236.44
180,8,85.66,346.05
180,9,99.62,451.64
180,10,83.47,322.12
180,11,83.69,327.75
180,12,101.03,367.93
180,13,106.94,410.7
180,14,112,399.68
180,15,123.75,351.29
180,16,141.47,346.75
180,17,172.16,372.8
180,18,196.53,370.97
180,19,220.97,397.12
180,20,239.69,377.91
180,21,227.66,344.98
180,22,234.31,348.84
180,23,244.03,360.03
180,24,251.44,378.65
180,25,279.84,407.8
181,1,0,0.0
181,2,0,0.0
181,3,0,0.0
181,4,0,0.0
181,5,0,0.0
181,6,0,0.0
181,7,54.38,236.54
181,8,84.41,346.28
181,9,99.34,451.7
181,10,83.41,322.13
181,11,83.5,327.8
181,12,101,367.94
181,13,106.81,410.72
181,14,113.09,399.48
181,15,124.31,351.19
181,16,141.28,346.78
181,17,168.59,372.74
181,18,191.47,370.33
181,19,217.62,397.13
181,20,236.34,378.07
181,21,220.31,344.82
181,22,230.81,348.91
181,23,239.88,360.01
181,24,245.53,378.57
181,25,273.78,407.97
182,1,0,0.0
182,2,0,0.0
182,3,0,0.0
182,4,0,0.0
182,5,0,0.0
182,6,0,0.0
182,7,18.16,48.89
182,8,27.69,61.99
182,9,38.53,71.05
182,10,53.41,69.37
182,11,57.53,72.69
182,12,52.47,85.03
182,13,62.84,99.7
182,14,65.12,88.0
182,15,73.59,97.27
182,16,77.5,80.91
182,17,127.91,164.71
182,18,145.81,196.12
182,19,207.44,297.13
182,20,241.53,311.97
182,21,241.12,277.82
182,22,261.03,280.18
182,23,274.59,335.5
182,24,278.84,409.4
182,25,325.03,441.9
183,1,0,0.0
183,2,0,0.0
183,3,0,0.0
183,4,0,0.0
183,5,0,0.0
183,6,0,0.0
183,7,13.69,53.18
183,8,13.14,41.47
183,9,25.84,89.67
183,10,30.45,88.44
183,11,29.57,78.79
183,12,25.67,59.41
183,13,27.1,70.2
183,14,20.78,55.46
183,15,23.16,53.39
183,16,30.71,67.62
183,17,49.61,100.74
183,18,88.02,161.07
183,19,100.96,178.77
183,20,110.94,214.5
183,21,107.82,199.22
183,22,122.51,202.92
183,23,145.31,240.03
183,24,175.8,273.36
183,25,214.69,350.67
184,1,0,0.0
184,2,0,0.0
184,3,0,0.0
184,4,0,0.0
184,5,0,0.0
184,6,0,0.0
184,7,3.81,9.1
184,8,14.24,21.24
184,9,9.95,17.05
184,10,10.52,17.33
184,11,37.48,89.49
184,12,94.52,214.99
184,13,131.14,307.74
184,14,160.62,311.02
184,15,142.76,293.06
184,16,145.05,256.65
184,17,184.9,244.68
184,18,232.38,280.24
184,19,236.14,277.56
184,20,247.1,292.99
184,21,240.52,242.13
184,22,260.71,206.52
184,23,319.67,211.27
184,24,403.38,240.86
184,25,571.29,356.75
185,1,0,0.0
185,2,0,0.0
185,3,0,0.0
185,4,0,0.0
185,5,0,0.0
185,6,0,0.0
185,7,5.08,8.65
185,8,3.49,3.37
185,9,14.86,11.79
185,10,32.78,25.65
185,11,30.51,16.4
185,12,33.62,22.14
185,13,38.24,25.17
185,14,32.7,19.18
185,15,38.32,34.2
185,16,65.22,67.01
185,17,96.11,121.81
185,18,260.43,313.28
185,19,295.97,376.03
185,20,474.54,530.74
185,21,559.65,520.6
185,22,690.03,575.96
185,23,476.62,390.19
185,24,344.46,315.47
185,25,342.32,280.32
186,1,0,0.0
186,2,0,0.0
186,3,0,0.0
186,4,0,0.0
186,5,0,0.0
186,6,0,0.0
186,7,11.51,51.39
186,8,9.67,34.32
186,9,21.24,83.88
186,10,26.35,83.48
186,11,25.27,73.49
186,12,20.12,43.62
186,13,19.63,44.35
186,14,15.12,37.17
186,15,19.47,43.26
186,16,26.67,58.16
186,17,42.63,85.86
186,18,76.16,137.78
186,19,81.16,122.51
186,20,84.86,121.94
186,21,87.71,145.64
186,22,109.18,185.62
186,23,128.57,217.17
186,24,156.88,247.25
186,25,190.18,315.45
187,1,0,0.0
187,2,0,0.0
187,3,0,0.0
187,4,0,0.0
187,5,0,0.0
187,6,0,0.0
187,7,3.34,5.5
187,8,6.31,12.17
187,9,9.17,11.05
187,10,29.07,38.14
187,11,31.41,40.65
187,12,75.69,147.46
187,13,50.9,78.43
187,14,59.9,94.91
187,15,108.79,259.63
187,16,326.03,1044.09
187,17,497.14,1526.2
187,18,795.86,2278.02
187,19,1063.21,2448.01
187,20,1305.9,2457.16
187,21,1456.38,2610.52
187,22,1627.9,2729.59
187,23,1771.62,3170.4
187,24,1889.45,3296.36
187,25,2128.17,3547.56
188,1,0,0.0
188,2,0,0.0
188,3,0,0.0
188,4,0,0.0
188,5,0,0.0
188,6,0,0.0
188,7,0.23,1.15
188,8,0.62,2.04
188,9,0.31,1.03
188,10,5.58,6.44
188,11,8.92,14.51
188,12,18.31,21.94
188,13,24.08,28.26
188,14,22.46,27.61
188,15,18.27,22.97
188,16,21.15,29.77
188,17,27.65,44.33
188,18,50.77,94.32
188,19,73.19,162.23
188,20,85.27,204.13
188,21,92.19,179.77
188,22,121.15,231.71
188,23,195.96,375.55
188,24,317.77,604.25
188,25,546.5,998.68
189,1,0,0.0
189,2,0,0.0
189,3,0,0.0
189,4,0,0.0
189,5,0,0.0
189,6,0,0.0
189,7,8.23,21.51
189,8,11.86,29.54
189,9,11.91,15.32
189,10,23.45,21.82
189,11,22.42,19.27
189,12,31.78,33.91
189,13,40,49.4
189,14,54.04,70.35
189,15,59.11,102.11
189,16,66.84,107.57
189,17,114.31,172.94
189,18,160.01,215.04
189,19,223.92,316.23
189,20,340.69,388.33
189,21,389.59,539.49
189,22,429.89,608.69
189,23,435.15,607.53
189,24,495.76,635.1
189,25,539.22,747.36
190,1,0,0.0
190,2,0,0.0
190,3,0,0.0
190,4,0,0.0
190,5,0,0.0
190,6,0,0.0
190,7,18.28,48.85
190,8,27.84,61.93
190,9,38.62,71.01
190,10,54.28,69.28
190,11,57.53,72.69
190,12,53.09,84.76
190,13,63.16,99.55
190,14,64.09,88.15
190,15,72.56,97.62
190,16,72.19,78.91
190,17,115.31,156.57
190,18,132.94,187.55
190,19,200.38,296.08
190,20,237.31,311.59
190,21,235.59,274.41
190,22,250.06,273.44
190,23,270.34,333.01
190,24,273.28,405.37
190,25,315.53,442.85
191,1,0,0.0
191,2,0,0.0
191,3,0,0.0
191,4,0,0.0
191,5,0,0.0
191,6,0,0.0
191,7,0.23,1.15
191,8,0.62,2.04
191,9,0.31,1.03
191,10,4.88,6.02
191,11,7.77,13.97
191,12,16.42,21.32
191,13,21.77,27.67
191,14,21.96,27.89
191,15,18.23,22.99
191,16,19.23,29.39
191,17,25.62,43.65
191,18,46.15,92.82
191,19,71.31,162.46
191,20,79.73,204.12
191,21,86,179.41
191,22,116.65,232.4
191,23,189.15,376.13
191,24,313.35,604.33
191,25,512.85,996.49
192,1,0,0.0
192,2,0,0.0
192,3,0,0.0
192,4,0,0.0
192,5,0,0.0
192,6,0,0.0
192,7,0,0.0
192,8,1.09,1.16
192,9,2,3.44
192,10,9.45,15.76
192,11,10.64,14.47
192,12,7.64,6.92
192,13,9,9.73
192,14,13.27,13.8
192,15,20.64,27.25
192,16,13.45,10.97
192,17,12,17.36
192,18,23.91,34.08
192,19,53.36,64.61
192,20,50.36,48.51
192,21,53.73,38.65
192,22,63.18,37.15
192,23,73.73,74.68
192,24,77.18,76.9
192,25,105.09,79.84
193,1,0,0.0
193,2,0,0.0
193,3,0,0.0
193,4,0,0.0
193,5,0,0.0
193,6,0,0.0
193,7,0,0.0
193,8,62.59,161.22
193,9,35.68,81.53
193,10,38.77,81.1
193,11,71.23,103.18
193,12,114.09,156.98
193,13,132.23,185.65
193,14,127.09,220.67
193,15,143.82,223.57
193,16,204.77,359.3
193,17,327.41,579.04
193,18,533.32,881.81
193,19,731.09,1213.88
193,20,738.55,1195.27
193,21,886.23,1226.25
193,22,933.95,1140.6
193,23,997.23,1087.67
193,24,935.64,992.24
193,25,936.95,975.04
194,1,0,0.0
194,2,0,0.0
194,3,0,0.0
194,4,0,0.0
194,5,0,0.0
194,6,0,0.0
194,7,1.43,5.69
194,8,1.78,4.49
194,9,2.65,4.94
194,10,5.57,6.48
194,11,10.3,16.09
194,12,18.74,23.91
194,13,29.52,28.48
194,14,13.61,23.16
194,15,13.09,14.02
194,16,17.09,25.1
194,17,38.57,40.23
194,18,73.57,75.31
194,19,105.39,162.81
194,20,179.91,193.44
194,21,226.87,265.74
194,22,219.78,253.55
194,23,264.65,355.56
194,24,328.65,377.91
194,25,516.22,700.8
195,1,0,0.0
195,2,0,0.0
195,3,0,0.0
195,4,0,0.0
195,5,0,0.0
195,6,0,0.0
195,7,54.31,236.55
195,8,84.88,346.21
195,9,99.66,451.63
195,10,83.62,322.08
195,11,83.62,327.77
195,12,101.5,367.81
195,13,107.53,410.56
195,14,113.62,399.35
195,15,125.56,350.86
195,16,143.31,346.24
195,17,175.38,371.89
195,18,200.59,369.83
195,19,224.69,396.02
195,20,243.22,376.69
195,21,228.38,344.72
195,22,238.16,347.43
195,23,248.06,358.53
195,24,254.69,377.39
195,25,283.28,406.38
196,1,0,0.0
196,2,0,0.0
196,3,0,0.0
196,4,0,0.0
196,5,0,0.0
196,6,0,0.0
196,7,1.97,5.66
196,8,6.62,21.23
196,9,13.14,31.95
196,10,17.34,25.83
196,11,18.97,17.46
196,12,33.14,39.87
196,13,27.66,32.9
196,14,35.97,39.77
196,15,59.21,89.73
196,16,77.48,156.36
196,17,135.07,288.14
196,18,143.41,306.27
196,19,250.28,535.78
196,20,325.62,503.89
196,21,367.48,433.81
196,22,440.14,455.63
196,23,629.9,600.15
196,24,768.93,826.56
